EventTemplate,AdldEventId
Acknowledging ACTIVE Namenode HA-actor,4282
Namenode HA-actor taking over ACTIVE state from datanode-<*> at higher txid=<*>,4283
NN HA-actor tried to claim ACTIVE state at txid=<*> but there was already a more recent claim at txid=<*>,4284
Namenode HA-actor relinquishing ACTIVE state with txid=<*>,4285
Safe mode ON.,4286
Reconfiguring dfs.datanode.peer.stats.enabled to true,4287
RECONFIGURE* changed dfs.datanode.peer.stats.enabled to true,4288
Block pool id required to get aliasmap reader,4289
Exception in retrieving block pool id data_pool_<*>,4290
Failed to get number of blocks under replicated,4291
"Re-scanned block blk_<*>, result is PROCESSED",4292
"The current effective storage policy id : <*> is not suitable for striped mode EC file : file_<*>. So, just returning unspecified storage policy id",4293
Getting the block pool id,4294
"Error during write properties to the VERSION file to <*>, <*>, java.io.IOException: Operation failed",4295
Failed to start web server due to java.io.IOException: Address already in use,4296
<NameSection> is missing <namespaceId>,4297
"NS_INFO writing header: {namespaceId: <*>, genstampV<*>: <*>, genstampV<*>: <*>, genstampV<*>Limit: <*>, lastAllocatedBlockId: <*>, transactionId: <*>, rollingUpgradeStartTime: <*>, lastAllocatedStripedBlockId: <*>}",4298
Trash directory for replica <*><*> is null,4299
Moving files <*><*> and <*><*> to trash.,4300
Caught exception after scanning through <*> ops from https:<*>:<*> while determining its valid length. Position was <*>.,4301
"After resync, position is <*>.",4302
"After resync, the position, <*> is not greater than the previous position <*>. Skipping remainder of this log.",4303
Ignoring exception,4304
"Start moving block: block_<*> from src: datanode<*> to destin: datanode<*> to satisfy storageType, sourceStoragetype:DISK and destinStoragetype:SSD",4305
Connecting to datanode <*>,4306
Successfully moved block: block_<*> from src: datanode<*> to destin: datanode<*> for satisfying storageType: SSD <*>,4307
"Pinned block can't be moved, so skipping block: block_<*> <*>",4308
Failed to move block: block_<*> from src: datanode<*> to destin: datanode<*> to satisfy storageType: SSD,4309
"Start moving block: blk_<*> from src: dn_<*> to destin: dn_<*> to satisfy storageType, sourceStoragetype: DISK and destinStoragetype: ARCHIVE",4310
"SASL client doing encrypted handshake for addr = <*>.<*>.<*>.<*>:<*>, datanodeId = dn_<*>",4311
Successfully moved block: blk_<*> from src: dn_<*> to destin: dn_<*> for satisfying storageType: ARCHIVE,4312
"Detected a loopback TCP socket, disconnecting it",4313
Usage text displayed,4314
Help text displayed,4315
File does not exist,4316
File is not a regular file,4317
File is not closed,4318
Checking EC block group,4319
"Status: ERROR, message: Exception message",4320
Status: OK,4321
All EC block group status: OK,4322
"Local namespace for <*> is https:<*>:<*>, clientAddr",4323
"Cannot get local namespace for <*>, clientAddr",4324
"Cannot get node mapping when resolving <*> at data_center_<*> from https:<*>:<*>, path, loc, clientAddr",4325
closing,4326
Forcing <*> to shutdown!,4327
Interrupted while waiting for <*> to terminate,4328
"NFS SYMLINK, target: <*> link: <*> namenodeId: <*> client: <*>.<*>.<*>.<*>",4329
"Exception, java.io.IOException: Operation failed",4330
Replica Cache file: <*> doesn't exist,4331
Replica Cache file: <*> has gone stale,4332
Replica Cache file: <*> cannot be deleted,4333
Successfully read replica from cache file : <*>,4334
Summary of operations loaded from edit log:,4335
Failed to add storage directory <*><*><*> for block pool pool-<*>,4336
loadBlockPoolSliceStorage: <*> upgrade tasks,4337
Failed to <*> storage directory <*><*><*> for block pool pool-<*>,4338
Incorrect configuration: namenode address dfs.namenode.service.rpc-address.nameservice<*> or dfs.namenode.rpc-address.nameservice<*> is not configured.,4339
Unknown nameservice: nameservice<*>,4340
checkDiskErrorAsync callback got <*> failed volumes: <*>,4341
"Retrying connect to namenode: https:<*>:<*>. Already retried <*> time(s); retry policy is RetryPolicy, delay <*>ms.",4342
Original exception is,4343
Could not find target position <*>,4344
Formatting journal <*> with nsid: <*>,4345
Allowed RPC access from hadoop_user at /<*>.<*>.<*>.<*>:<*> <*>,4346
Disallowed RPC access from <*> at <*> Not listed in dfs.cluster.administrators,4347
Allowed RPC access from flink_user at <*>.<*>.<*>.<*>,4348
Starting services required for active state,4349
Catching up to latest edits from old active before taking over writer role in edits logs,4350
Reprocessing replication and invalidation queues,4351
Will take over writing edit logs at txnid <*>,4352
"Lazy persist file scrubber is disabled, configured scrub interval is zero.",4353
Failed to list directory <*> Ignore the directory and continue.,4354
AuditEvent success: <*> operation: getXAttrs source: src,4355
"Clearing all the queues from StoragePolicySatisfier. So, user requests on satisfying block storages would be discarded.",4356
Recover failed close block_<*>,4357
"NextBlock call returned null. No valid block to copy. {<*>:<*>,<*>:<*>,<*>:<*>}",4358
Maximum error count exceeded. Error count: <*> Max error:<*>,4359
Failed to get number of live in maintenance nodes,4360
DFSStripedOutputStream does not support hsync. Caller should check StreamCapabilities before calling.,4361
"BlockRecoveryWorker: datanode<*> calls recoverBlock(blk_<*>, targets=<*>, newGenerationStamp=<*>, newBlock=blk_<*>, isStriped=false)",4362
Usernames not matched: name=user<*> != expected=user<*>,4363
"shutdownDatanode command received (upgrade=false). Shutting down Datanode..., forUpgrade",4364
Outputting <*> more corrupted nodes.,4365
datanode<*>:<*> was chosen by name node (favored=datanode<*>:<*>).,4366
These favored nodes were specified but not chosen: <*> Specified favored nodes: <*>,4367
Usage printed,4368
Configuration set,4369
Security login,4370
Instance created,4371
File does not exist: <*>,4372
Computed content summary for <*>,4373
Added yield count,4374
Unable to read transaction ids from the configured shared edits storage. Error: Input stream closed,4375
Getting exception while trying to determine if nameservice can use logical URI,4376
Couldn't create proxy provider <*>,4377
Getting exception while trying to determine if nameservice can use logical URI: java.lang.NullPointerException,4378
Allocated new BlockPoolId: pool-<*>,4379
Edit log tailer thread exited with an exception,4380
Cannot get StateStore records from the State Store,4381
Begin <*>,4382
saveNameSystemSection completed,4383
saveErasureCodingSection completed,4384
Begin saveInodes and Snapshots,4385
saveInodes and Snapshots completed,4386
saveSecretManagerSection completed,4387
saveCacheManagerSection completed,4388
blocks = <*>,4389
Waiting for volume reference to be released.,4390
Thread interrupted when waiting for volume reference to be released.,4391
Volume reference is released.,4392
"Failed to cache block with id <*>, pool pool-<*>: ReplicaInfo not found.",4393
"Failed to cache block with id <*>, pool pool-<*>: replica is not finalized; it is in state TRANSIENT.",4394
"Failed to cache block with id <*>, pool pool-<*>: volume not found.",4395
Caching not supported on block with id <*> since the volume is backed by RAM.,4396
LazyWriter failed to async persist RamDisk block pool id: pool-<*> block Id: <*>,4397
DIR* FSDirectory.unprotectedRenameTo: rename destination <*> <*> <*> <*>,4398
DIR* FSDirectory.unprotectedRenameTo: rename destination parent ... is a file.,4399
Loading cache for StateStore,4400
Registered cache was not found for StateStore,4401
BLOCK* processExtraRedundancyBlock: Postponing block_<*> since storage datanode<*> does not yet have up-to-date information.,4402
Exception writing block to mirror datanode<*>:<*>,4403
"Block: blk_<*>, Expected Replicas: <*>, live replicas: <*>, corrupt replicas: <*>, decommissioned replicas: <*>, decommissioning replicas: <*>, maintenance replicas: <*>, live entering maintenance replicas: <*>, replicas on stale nodes: <*>, readonly replicas: <*>, excess replicas: <*>, Is Open File: false, Datanodes having this block: <*>, Current Datanode: datanode<*>, Is current datanode decommissioning: false, Is current datanode entering maintenance: false",4404
User hadoop_user performed READ operation on file <*> from IP <*>.<*>.<*>.<*>,4405
"""<*>hdfs:<*>"" instead.",4406
Disk Balancer - Source and destination volumes are same: a<*>b<*>c<*>d<*>-e<*>f<*>-<*>-<*>-<*>abcdef,4407
RPC ids logged with op,4408
Edit operation logged,4409
nextTcpPeer: reusing existing peer datanode<*>:<*>,4410
nextTcpPeer: created newConnectedPeer datanode<*>:<*>,4411
nextTcpPeer: failed to create newConnectedPeer connected to datanode<*>:<*>,4412
Created storage ID ds-<*>-<*>-<*>-<*>,4413
Reading properties file from <*>,4414
Incompatible namespaceIDs in <*>: namenode namespaceID = <*>; datanode namespaceID = <*>,4415
Incompatible clusterIDs in <*>: namenode clusterID = cluster-<*>; datanode clusterID = cluster-<*>,4416
Upgrading properties for federation,4417
Performing upgrade before federation,4418
BUG: The stored LV = <*> is newer than the supported LV = -<*>,4419
Unable to start log segment txid at currentInProgress: The file already exists,4420
Closing <*> metrics,4421
Shutting down Router metrics,4422
Closing RBF metrics,4423
Closing Namenode metrics,4424
Setting dfs.namenode.rpc-address.ns<*> to namenode<*>:<*>,4425
Setting dfs.namenode.servicerpc-address.ns<*> to namenode<*>:<*>,4426
Could not find a target for file,4427
Starting up re-encrypt thread with interval=<*> millisecond.,4428
Executing re-encrypt commands on zone zone_<*>. Current <*>,4429
"Re-encryption caught exception, will retry",4430
IOException caught when re-encrypting zone zone_<*>,4431
Re-encrypt handler interrupted. Exiting,4432
Zone zone_<*> will retry re-encryption,4433
"No class configured for hdfs, dfs.nameservices is empty",4434
DataNode overwriting downstream QOP: MutualAuth,4435
Retrieved trimmed value for namenode id,4436
Suffix IDs retrieved successfully,4437
Configuration must be suffixed with nameservice and namenode ID for HA configuration,4438
trying to create a remote block reader from the UNIX domain socket at <*>,4439
One of the nodes is a null pointer,4440
NFS SETATTR fileHandle: <*> client: nfsclient<*>,4441
Exiting Mover due to an exception,4442
"Cannot get locations for <*>, java.io.IOException.",4443
checkStreamers: <*>,4444
healthy streamer count=<*>,4445
original failed streamers:<*>,4446
newly failed streamers:<*>,4447
Failed: the number of failed blocks = <*> > the number of parity blocks = <*>,4448
Replica replica_id_<*> was not found in the VolumeMap for volume volume_id_<*>,4449
start scanning block block_<*>,4450
I<*> error while finding block block_<*> on volume volume_id_<*>,4451
"Processing batched re-encryption for zone zone<*>, batch size <*>, start:<*>, zoneNodeId, <*>, <*>",4452
"Failed to re-encrypting one batch of <*> edeks from KMS, time consumed: <*>ms, start: <*>, result, <*>, <*>ms, <*>",4453
"Completed re-encrypting one batch of <*> edeks from KMS, time consumed: <*>ms, start: <*>, result, <*>, <*>ms, <*>",4454
Could not find a target for file <*> with favored node datanode<*>,4455
"stage=DATA_TRANSFER, BlockOutputStream@<*>",4456
Thread interrupted,4457
"BlockSize <*> < lastByteOffsetInBlock, BlockOutputStream@<*>, datanode<*>:<*>",4458
Failed to set keys,4459
InterruptedException in block key updater thread,4460
Exception in block key updater thread,4461
DIR* FSDirectory.unprotectedRenameTo: rename source <*> <*> <*> <*>,4462
Restoring <*> to <*>,4463
Refreshing call queue.,4464
"Cannot rename <*> to <*>,java.io.IOException: Permission denied",4465
Waiting to executor service terminated duration <*>ms.,4466
Interrupted waiting for executor terminated.,4467
Stopping periodic service NameNodePeriodicServices,4468
"Skipping statistical outlier detection as we don't have latency data for enough resources. Have <*>, need at least <*>",4469
"getOutliers: List=<*>, MedianLatency=<*>ms, MedianAbsoluteDeviation=<*>ms, upperLimitLatency=<*>ms",4470
Processing SnapshotDiffSection,4471
Checkpoint Period :<*> secs (<*> min),4472
Log Size Trigger :<*> txns,4473
trySendErrorReport encountered RemoteException errorMessage: Disk full on <*><*> errorCode: DISK_FULL,4474
Removed blocks associated with storage hdd-pool-<*> from DataNode datanode<*>,4475
"error saving data to disk, iteration <*>, java.io.IOException: Disk full.",4476
File system operation failed due to I<*> error,4477
Beginning to copy stream EditLogInputStream to shared edits,4478
copying op: OP_ADD,4479
ending log segment because of END_LOG_SEGMENT op in EditLogInputStream,4480
ending log segment because of end of stream in EditLogInputStream,4481
Exception in closing input_stream,4482
Triggering log roll on remote NameNode,4483
"Unable to trigger a roll of the active NN, e",4484
Unable to finish rolling edits in <*> ms,4485
Interrupted while waiting for reconstructionQueueInitializer. Returning..,4486
"Namenode is in safemode, skipping scrubbing of corrupted lazy-persist files.",4487
LazyPersistFileScrubber encountered an exception while scanning for lazyPersist files with missing blocks. Scanning will retry in <*> seconds.,4488
"LazyPersistFileScrubber was interrupted, exiting",4489
Attempting operation: removeDefaultAcl,4490
Audit event failed: AccessControlException,4491
void <*>,4492
Audit event succeeded: removeDefaultAcl,4493
void checkNameNodeSafeMode,4494
boolean isInSafeMode,4495
Adding block operation instance,4496
Logging edit to transaction log,4497
nextValidOp: got exception while reading,4498
Uncaching block_<*> now that it is no longer in use by any clients.,4499
Forcibly uncaching block_<*> after <*>:<*>:<*> because client(s) <*> refused to stop using it.,4500
Replica block_<*> still can't be uncached because some clients continue to use it. Will wait for <*>:<*>:<*>,4501
Block mover to satisfy storage policy; pool threads=<*>,4502
DIR* addFile: data_file.txt is added,4503
DIR* addFile: failed to add data_file.txt,4504
Block blk_<*> has not released the reserved bytes. Releasing <*> bytes as part of close.,4505
Snapshot allowed for path,4506
"Slow PacketResponder send ack to upstream took <*>ms (threshold=<*>ms), DataNode is healthy, replyAck=Success: true, downstream DNs=<*>, blockId=blk_<*>",4507
"DataNode is healthy, replyAck=Success: true",4508
Failed to read expected encryption handshake from client at <*>.<*>.<*>.<*>:<*>,4509
Cached connection closing after <*> ops...,4510
"datanode-<*>:Number of active connections is: {active=<*>, total=<*>}",4511
Starting log segment <*> on journal https:<*>:<*>,4512
"The root directory is not available, using <*>",4513
Unable to create a temporary directory. Fall back to the default system temp directory <*>,4514
Failed to parse options,4515
Failed to start secondary namenode,4516
Invalid file name. Skipping checkpoint_<*>.img,4517
Deleting checkpoint_<*>.img,4518
Failed to delete image file: checkpoint_<*>.img,4519
Unable to abort stream data_stream_<*>,4520
Error: status failed for journal,4521
Block report queue is full,4522
MOUNT UMNTALL : client: client_<*>,4523
Periodic Directory Tree Verification scan starting in <*>ms with interval of <*>ms and throttle limit of <*>ms<*>,4524
BLOCK* NameSystem.allocateBlock: handling block allocation writing to a file with a complete previous block: src= <*> lastBlock= blk_<*>_<*>,4525
BLOCK* allocateBlock: caught retry for allocation of a new block in <*> Returning previously allocated block blk_<*>_<*>,4526
Unable to extract metrics: State Store unavailable,4527
Starting IBR Task Handler.,4528
Exception in IBRTaskHandler.,4529
offering IBR service,4530
Can perform rollback for <*> directory,4531
Rolling back storage directory ...,4532
Can perform rollback for shared edit log.,4533
Rolling back storage directory,4534
Rollback of directory is complete.,4535
Waited <*> ms (timeout=<*> ms) for a response for journalnode,4536
Failed to delete file <*><*>,4537
FSCK started by hadoop_user from <*>.<*>.<*>.<*> for path <*> at Fri Nov <*> <*>:<*>:<*> UTC <*>,4538
replaying edit log: edit_<*>,4539
OP_ADD: <*> numblocks: <*>,4540
Creating a GREEDY_PLANNER for Node : datanode-<*> IP : <*>.<*>.<*>.<*> ID : a<*>b<*>c<*>d<*>-e<*>f<*>-<*>-<*>-<*>abcdef,4541
Namespace quota violation in image for <*> quota = <*> < consumed = <*>,4542
Storagespace quota violation in image for <*> quota = <*> < consumed = <*>,4543
Setting quota for <*> myCounts,4544
"Re-encryption completed on zone <*> Re-encrypted <*> files, failures encountered: <*>.",4545
Cannot fetch cluster ID metrics Connection refused,4546
Unexpected meta-file version for data_file.dat: version in file is <*> but expected version is <*>,4547
Couldn't create proxy provider org.apache.hadoop.hdfs.server.namenode.ha.ConfiguredFailoverProxyProvider,4548
Journal time is consistent across all nodes.,4549
Assertion failed: Unreachable code reached.,4550
Interrupted while waiting for journal time.,4551
Failed to get journal time: Interrupted waiting for getJournalCTime() response,4552
Timeout occurred while waiting for journal time.,4553
Failed to get journal time: Timed out waiting for getJournalCTime() response,4554
Temporary redirect to URI,4555
Unsupported operation exception,4556
Return JSON with location,4557
Super post called for CONCAT,4558
Super post called for TRUNCATE,4559
Super post called for UNSETSTORAGEPOLICY,4560
Illegal reserved path exception occurred,4561
Renamed root path .reserved to new_reserved_name,4562
Pausing re-encrypt handler for testing.,4563
"Recovery failed, operation cannot proceed",4564
Continuing operation after user confirmation,4565
Adding block pool bpid-<*>,4566
Removing non-existent lease! holder=lease_holder src=<*>,4567
Cannot get the datanodes from the RPC server,4568
"Datanode information accessed, block locations retrieved",4569
logRpcIds started,4570
"Error while resolving the path : <*>, java.io.IOException",4571
LowRedundancyBlocks.update block-<*> curReplicas <*> curExpectedReplicas <*> oldReplicas <*> oldExpectedReplicas <*> curPri <*> oldPri <*>,4572
BLOCK* NameSystem.LowRedundancyBlock.update: block-<*> has only <*> replicas and needs <*> replicas so is added to neededReconstructions at priority level <*>,4573
No <version> section found at the top of the fsimage XML. This XML file is too old to be processed by oiv.,4574
"Loaded <version> with onDiskVersion=<*>, layoutVersion=<*>.",4575
LazyWriter: Finish persisting RamDisk block: block pool Id: bp-<*>-<*>.<*>.<*>.<*>-<*> block id: <*> to block file savedFiles<*> and meta file savedFiles<*> on target volume <*><*><*>,4576
transitionToObserver: incorrect number of arguments,4577
Setting ipc.client.connect.max.retries to <*>,4578
Proceeding with manual HA state management even though automatic failover is enabled for target,4579
"Failed to place enough replicas, still in need of ...",4580
redirectURI=https:<*><*>:<*><*><*><*>?op=OPEN&delegation=token,4581
"Failed to find datanode, suggest to check cluster health. excludeDatanodes=<*>",4582
DIR* FSDirectory.removeBlock: block-<*> is removed from the file system,4583
Cannot retrieve nameservices for JMX: java.io.IOException,4584
Upgrade of <*> is complete,4585
Cannot list edit logs in FileJournalManager,4586
Generated manifest for logs since <*>,4587
getFlushedOffset=<*> commitOffset=<*> nextOffset=<*>,4588
get commit while still writing to the requested offset,4589
Failed to report to name-node.,4590
Opening file <*> with RandomAccessFile,4591
Seeking to offset <*>,4592
Getting file descriptor,4593
IOException occurred during seek operation,4594
Cleaning up resources after IOException,4595
IOException: Seek failed,4596
Checking if <*> is a reserved name,4597
Checking if permissions are enabled,4598
Checking if directory <*> is non-empty,4599
Path <*> is non empty,4600
Invoked sequential method,4601
Attempting to get socket address for target.,4602
Connecting to target address.,4603
Retrieving block access token.,4604
Securing socket communication.,4605
Setting up data streams.,4606
Closing streams upon failure.,4607
Volume <*><*> has less than <*> available space,4608
Setting operation type to READ,4609
Checking permissions for user hadoop_user on path <*>,4610
Acquiring read lock,4611
Looking up encryption zone for path <*>,4612
Releasing read lock,4613
"Audit: operation=getFileInfo, src=<*>, user=hadoop_user, access=READ, result=SUCCESS <*>",4614
AccessControlException: Permission denied for user hadoop_user on path <*>: READ access is required,4615
"Audit: operation=getFileInfo, src=<*>, user=hadoop_user, access=READ, result=FAILURE",4616
Invalid BlockPoolId during rolling upgrade,4617
Close the slow stream,4618
Block blk_<*> does not need replication.,4619
"Block blk_<*> numExpected=<*>, numLive=<*>",4620
UC block blk_<*> sufficiently-replicated since numLive (<*>) >= minR (<*>),4621
UC block blk_<*> insufficiently-replicated since numLive (<*>) < minR (<*>),4622
NFS WRITE fileHandle: <*>x<*> offset: <*> length: <*> stableHow: UNSTABLE xid: <*> client: <*>.<*>.<*>.<*>,4623
No shared edits directory configured for namespace namespace<*> namenode<*>,4624
"Could not initialize shared edits dir, ioe",4625
Executing remove method with record class and query,4626
logUpdateMasterKey started,4627
Checked safe mode status,4628
Updated master key log,4629
Sync log completed,4630
MemoryMappableBlockLoader used for block loading,4631
Cannot access the Router RPC server,4632
Cannot retrieve numNamenodes for JMX: Connection refused,4633
"Async data service got error: , java.lang.Exception",4634
Datanode datanode<*> is not chosen,4635
Successfully disabled erasure coding policy on <*>,4636
Failed to disable erasure coding policy due to AccessControlException for hadoop_user on <*>,4637
"applyUmask: masked=<*>, src, absPermission",4638
Wait to get the mapping for the first time,4639
Cannot wait for the updater to finish,4640
Pause detected while waiting for QuorumCall response; increasing timeout threshold by pause time of <*> ms.,4641
Starting DataNode with maxLockedMemory = <*>MB,4642
dnUserName = datanode_user,4643
Synchronizing log: old segment is not the right length ; journal id: journal-<*>,4644
Accepted recovery for segment <*>: ; journal id: journal-<*>,4645
Storage directory <*> is not formatted.,4646
Formatting ...,4647
Received StandbyException during checkOperation,4648
Received StandbyException during checkNameNodeSafeMode,4649
"Storage volume: vol_storage_id_<*> missing for the replica block: Block{blockId=<*>, numBytes=<*>, generationStamp=<*>}. Probably being removed!",4650
Updating layout version from <*> to <*> for storage ds-<*>,4651
GOT EXCEPTION,4652
INTERNAL_SERVER_ERROR,4653
*DIR* NameNode.concat: src path <*> to target path <*>,4654
NameNode.concat: src path <*> to target path <*>,4655
Cannot heartbeat router router-<*>: Heartbeat failed,4656
Router heartbeat for router router-<*>: Successful heartbeat,4657
Cannot heartbeat router router-<*>: Connection refused,4658
Cannot heartbeat router router-<*>: State Store unavailable,4659
Node datanode<*> is currently in maintenance,4660
Node datanode<*> has <*> blocks yet to process,4661
"Log audit event with success: true, operation name: listReencryptionStatus",4662
Please specify the path from which the storage policy will be unset. Usage: actual usage here,4663
Unset storage policy from <*>,4664
java.io.IOException: Failed to unset storage policy due to permission issues.,4665
checkOperation called,4666
getLocationsForPath invoked,4667
isInvokeConcurrent returned <*>,4668
invokeConcurrent executed <*>,4669
invokeSequential executed,4670
"Completed update blocks map and name cache, total waiting duration <*>ms.",4671
true listCacheDirectives {filter.toString()},4672
false listCacheDirectives {filter.toString()},4673
Fetched token hdfs:<*>:<*> for hdfs:<*>:<*> into <*>,4674
Failed to fetch token from hdfs:<*>:<*>,4675
Re-encryption zone marked as completed,4676
Re-encryption updater thread interrupted. Exiting. <*>,4677
Re-encryption updater thread exception. <*>,4678
Re-encryption updater thread exiting.,4679
Using random node as fallback,4680
Invalid hostname + hostStr + in hosts file,4681
Choosing random node after resolving network location,4682
nthValidToReturn is <*>,4683
Chosen node dn<*> from first random,4684
Unrecognized file format,4685
"Beginning of the step. Phase: , Step:",4686
Image version <*> is not equal to the software version <*>,4687
Unrecognized section data,4688
Loading INodes.,4689
Scanning storage <*>,4690
Latest log is logfile_<*>; journal id: <*>,4691
Latest log logfile_<*> has no transactions. moving it aside and looking for previous log ; journal id: <*>,4692
No files in <*>,4693
Failed to delete <*>,4694
"failed to load misc.Unsafe, java.lang.Exception",4695
Choosing data node,4696
Chosen node: datanode<*>.example.com,4697
"computePartialChunkCrc for block: sizePartialChunk=<*>, block offset=<*>, metafile offset=<*>",4698
Read in partial CRC chunk from disk for block,4699
unregisterSlot: ShortCircuitRegistry is not enabled.,4700
Starting services required for standby state,4701
Datanode datanode<*> is not a valid cache location for block blk_<*> because that node does not have a backing replica!,4702
Replica is being written!,4703
Replica is finalized!,4704
Transferring a replica to datanode<*>:<*>,4705
Router RPC up at: https:<*>:<*>,4706
Reported block blk_<*> on datanode<*> size <*> replicaState = FINALIZED,4707
BLOCK* addBlock: block blk_<*> on node datanode<*> size <*> does not belong to any file,4708
BLOCK* addBlock: logged info for blk_<*> of <*> reported.,4709
Copied hdfs:<*><*>:<*><*><*> to <*>,4710
Copied hdfs:<*><*>:<*><*><*> meta to <*> and calculated checksum,4711
DIR* NameSystem.delete: <*>,4712
DIR* Namesystem.delete: <*> is removed,4713
Enabling OAuth<*> in WebHDFS,4714
Not enabling OAuth<*> in WebHDFS,4715
Syncing Journal...,4716
JournalNode Proxy not found.,4717
Exception in getting local edit log manifest,4718
Could not sync with Journal at...,4719
"Current OpenFileCtx is already inactive, no need to cleanup.",4720
There are <*> pending writes.,4721
Failed to close outputstream of dump file <*>,4722
Failed to delete dumpfile: <*>,4723
Unresolved topology mapping. Using <*> for host node<*>,4724
Cancelled zone zone_<*>(<*>) for re-encryption.,4725
Writing txid <*>-<*> ; journal id: journal-<*>,4726
Sync of transaction range <*>-<*> took <*>ms ; journal id: journal-<*>,4727
Get corrupt file blocks returned error: Server is in Standby state,4728
Get corrupt file blocks returned error,4729
Incompatible namespaceIDs: Namenode namespaceID = <*>; Standby node namespaceID = <*>,4730
"Skipping compute move. lowVolume: <*><*>, highVolume: <*><*>",4731
Step : MOVE <*><*> to <*><*>,4732
Disk Volume set set-<*> - Type : DISK plan completed.,4733
Creating non-HA proxy,4734
Getting NameNode address,4735
Getting current user,4736
Creating failover proxy provider,4737
openFileMap size:<*>,4738
MOUNT NULLOP : client: datanode<*>,4739
Abandoning block: <*>,4740
Excluding datanode: <*>,4741
Waiting for replication for <*> seconds,4742
NotReplicatedYetException sleeping <*> retries left <*>,4743
GETATTR for fileHandle: <*> client: datanode<*>,4744
Failed to start journalnode.,4745
"SPS processing Q -> maximum capacity:<*>, current size:<*>, remaining size:<*>",4746
Exporting access keys,4747
Response <*> <*> configured,4748
Performing satisfy storage policy operation,4749
Refresh request received for nameservices: hdfs_cluster,4750
Unable to get NameNode addresses.,4751
Cannot find trash root of path,4752
Exception during striped read task,4753
FS:hdfs adding export Path:<*> with URI: https:<*>:<*>,4754
Failed to create DFSClient for user: hdfs,4755
Nodes are empty for write pipeline of block,4756
"Pipeline = <*>, org.apache.hadoop.hdfs.DataStreamer",4757
"Will fetch a new encryption key and retry, encryption key was invalid when connecting to node<*>",4758
Cannot check overrides for record,4759
Deleted State Store record state_record_<*>: value_<*>,4760
Couldn’t delete State Store record state_record_<*>: value_<*>,4761
Override State Store record state_record_<*>: value_<*>,4762
Attempt to insert record that already exists,4763
GOT EXCEPITION,4764
Processing report command,4765
Starting delete operation,4766
Cannot delete non-empty directory without recursive flag,4767
"false: setTimes, null, auditStat",4768
MOUNT UMNT path: <*> client: client_host,4769
Parallel is enabled and fs.image.load.threads is set to <*>. Setting to the default value <*>,4770
The fsimage will be loaded in parallel using <*> threads,4771
"Need to save fs image? true (staleImage=false, haEnabled=false, isRollingUpgrade=false)",4772
The policy name policy_name does not exist,4773
Disabled the erasure coding policy policy_name,4774
"Invalid root directory, unable to initialize driver.",4775
Cannot create State Store root directory <*>,4776
Failed to renew lease for client_<*> for <*> seconds (>= hard-limit = <*> seconds.) Closing all files being written ...,4777
Failed to abort file: ... with inode: ...,4778
Operation check succeeded,4779
Located blocks for path <*>,4780
"Cannot find inode <*>, skip saving xattr for re-encryption",4781
"write to https:<*>:<*>: DatanodeInfoWithStorage<*>, block=blk_<*>, datanode, Op.BLOCK_CHECKSUM, block",4782
"got reply from <*> <*> blockChecksumType=CRC<*>C, datanode, blockChecksumForDebug, <*>",4783
"SASL client skipping handshake in unsecured configuration with no SASL protection configured for addr = <*>.<*>.<*>.<*>:<*>, datanodeId = <*>.<*>.<*>.<*>:<*>",4784
Exception in closing <*> stream,4785
Exception in creating null checksum stream: java.io.IOException: Disk full,4786
stream can be closed for fileId: <*>,4787
Initialized MemoryMappableBlockLoader,4788
StreamMonitor can still have a sleep: true,4789
StreamMonitor got interrupted,4790
finalizing upgrade completed by superuser,4791
IOException during finalizing <*>,4792
Finalizing upgrade for local directories.,4793
Directory previous directory does not exist.,4794
Finalize upgrade for root directory is not required.,4795
Finalizing upgrade completed by superuser.,4796
Inconsistent storagespace for directory <*> Cached = <*> != Computed = <*>,4797
Closing old block blk_<*>,4798
Triggering block report,4799
"starting cache cleaner thread which will run every <*> ms, this, <*>",4800
starting cache cleaner thread which will run every <*>ms,4801
cache cleaner running,4802
purging replica,4803
finishing cache cleaner run started. Demoted <*> mmapped replicas; purged <*> replicas.,4804
"Write lock metrics added: writeLockCount=<*>, writeLockTime=<*>ms",4805
"Write lock info after unlocking: lockReleased=true, holdTime=<*>ms",4806
"sync_file_range error. Volume: <*><*>, Capacity: <*>, Available space: <*>, File range offset: <*>, length: <*>, flags: <*>",4807
"Although short-circuit local reads are configured, they are disabled because you didn't configure dfs.domain.socket.path",4808
Evict stream ctx: <*>,4809
NFS RENAME from: <*><*> to: <*><*> client: <*>.<*>.<*>.<*>,4810
Can't get path for fromHandle fileId: <*>,4811
Can't get path for toHandle fileId: <*>,4812
Checking block access token for block <*> with mode <*>,4813
"Block token verification failed: op=READ_BLOCK, remoteAddress=/<*>.<*>.<*>.<*>:<*>, message=Invalid block token",4814
"Lease for file <*><*> has expired hard limit, leaseToCheck",4815
Logged RPC IDs for operation create with IDs <*>,4816
Logged edit for operation create,4817
Error retrieving hostname: namenode<*>,4818
unknown GET https:<*><*>:<*><*> <*>,4819
"getFileInfo: getFileInfo, this, purged",4820
this: unref replica replica_<*>: addedString refCount <*> -> <*>,4821
Closing log when already closed,4822
"Server accepts cipher suites <*>, but client <*> does not accept any of them",4823
Server using cipher suite AES<*> with client <*>.<*>.<*>.<*>,4824
